Label,AllocatedBytes,GCs,LiveBytes,MaxBytes,MaxOSBytes,WallTime
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b001001,6,0b0001100011,10]",672,0,496,0,0,9.379169787280262e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b100100,6,0b0001100011,10]",672,0,496,0,0,9.594169678166509e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b110100,6,0b0001100011,10]",672,0,496,0,0,8.494579815305769e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b111001,6,0b0001100011,10]",672,0,496,0,0,8.242920157499611e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b111000,6,0b0001100011,10]",640,0,496,0,0,8.349589770659804e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b011000,6,0b0001100011,10]",640,0,496,0,0,8.390000439248979e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b001101,6,0b0001100011,10]",704,0,496,0,0,1.0445420048199594e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b011011,6,0b0001100011,10]",704,0,496,0,0,8.499580435454845e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b110001,6,0b0001100011,10]",672,0,496,0,0,8.447500295005739e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b101000,6,0b0001100011,10]",640,0,496,0,0,8.408749708905816e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b001100,6,0b0001100011,10]",672,0,496,0,0,8.437080541625619e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b111010,6,0b0001100011,10]",672,0,496,0,0,8.75582976732403e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b101010,6,0b0001100011,10]",672,0,496,0,0,8.465000428259373e-4
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b000010,6,0b0001100011,10]",384,0,496,0,0,8.468329906463623e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b100011,6,0b0001100011,10]",704,0,496,0,0,8.544170414097607e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b100110,6,0b0001100011,10]",704,0,496,0,0,8.570000063627958e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b101101,6,0b0001100011,10]",704,0,496,0,0,8.983329753391445e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b011001,6,0b0001100011,10]",672,0,496,0,0,8.579579880461097e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b010011,6,0b0001100011,10]",704,0,496,0,0,8.622920140624046e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b101110,6,0b0001100011,10]",704,0,496,0,0,8.544580196030438e-4
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b000100,6,0b0001100011,10]",464,0,496,0,0,8.424580446444452e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b101001,6,0b0001100011,10]",672,0,496,48,0,8.543330477550626e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b011101,6,0b0001100011,10]",704,0,496,0,0,8.704169886186719e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b111100,6,0b0001100011,10]",672,0,496,496,0,9.239590144716203e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b011111,6,0b0001100011,10]",736,0,496,64,0,8.85666988324374e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b101100,6,0b0001100011,10]",672,0,496,496,0,8.567909826524556e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b110110,6,0b0001100011,10]",704,0,496,496,0,8.763340301811695e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b110010,6,0b0001100011,10]",672,0,496,496,0,8.606669725850224e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b010110,6,0b0001100011,10]",704,0,496,496,0,8.664159686304629e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b001011,6,0b0001100011,10]",704,0,496,496,0,8.69792012963444e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b011011,6,0b0100110100,10]",816,0,496,496,0,8.816670160740614e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b001101,6,0b0100110100,10]",704,0,496,496,0,9.617080213502049e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b100101,6,0b0100110100,10]",864,0,496,496,0,8.920420077629387e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b101111,6,0b0100110100,10]",928,0,496,496,0,8.635419653728604e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b111001,6,0b0100110100,10]",896,0,496,496,0,8.867500000633299e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b100001,6,0b0100110100,10]",832,0,496,496,0,9.244579705409706e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b001100,6,0b0100110100,10]",672,0,496,496,0,9.517919970676303e-4
"/Data.DeBruijn.Thinning/thin/samples1/[6,0b000000,6,0b0100110100,10]",0,0,480,480,0,8.63625027704984e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b110001,6,0b0100110100,10]",864,0,496,496,0,8.945420267991722e-4
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b000001,6,0b0100110100,10]",112,0,496,496,0,9.134170250035822e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b010110,6,0b0100110100,10]",784,0,496,496,0,9.472090168856084e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b011000,6,0b0100110100,10]",752,0,496,496,0,9.666249970905483e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b100110,6,0b0100110100,10]",864,0,496,496,0,9.232499869540334e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b110111,6,0b0100110100,10]",928,0,496,496,0,8.7237503612414e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b010100,6,0b0100110100,10]",752,0,496,496,0,9.037089766934514e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b110100,6,0b0100110100,10]",864,0,496,496,0,9.067920036613941e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b100111,6,0b0100110100,10]",896,0,496,496,0,9.013749659061432e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b101110,6,0b0100110100,10]",896,0,496,496,0,1.0340420412831008e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b110101,6,0b0100110100,10]",896,0,496,496,0,9.150829864665866e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b010011,6,0b0100110100,10]",784,0,496,496,0,9.254169999621809e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b110110,6,0b0100110100,10]",896,0,496,496,0,9.083749609999359e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b000101,6,0b0100110100,10]",400,0,496,496,0,9.022089652717113e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b001111,6,0b0100110100,10]",736,0,496,496,0,9.444580064155161e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b101100,6,0b0100110100,10]",864,0,496,496,0,9.182500070892274e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b011010,6,0b0100110100,10]",784,0,496,496,0,9.111250401474535e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b101011,6,0b0100110100,10]",896,0,496,496,0,9.025000035762787e-4
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b000100,6,0b0100110100,10]",368,0,496,496,0,8.942079730331898e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b001010,6,0b0100110100,10]",672,0,496,496,0,9.188749827444553e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b111110,6,0b0100110100,10]",928,0,496,496,0,8.880830137059093e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b101101,6,0b0100110100,10]",896,0,496,496,0,9.184579830616713e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1001,4,0b0111101010,10]",864,0,496,496,0,9.224170353263617e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b0000,4,0b0111101010,10]",0,0,480,480,0,9.424589807167649e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1010,4,0b0111101010,10]",864,0,496,496,0,9.286660351790488e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b0010,4,0b0111101010,10]",288,0,496,496,0,9.147090022452176e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b0100,4,0b0111101010,10]",464,0,496,496,0,1.1464169947430491e-3
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b0111,4,0b0111101010,10]",528,0,496,496,0,9.187089744955301e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b0110,4,0b0111101010,10]",496,0,496,496,0,9.964159689843655e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b1110,4,0b0111101010,10]",896,0,496,496,0,1.0060000349767506e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b1000,4,0b0111101010,10]",832,0,496,496,0,9.274579933844507e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b1101,4,0b0111101010,10]",896,0,496,496,0,9.204170200973749e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1100,4,0b0111101010,10]",864,0,496,496,0,9.233750170096755e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b0001,4,0b0111101010,10]",112,0,496,496,0,9.252500021830201e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b1011,4,0b0111101010,10]",896,0,496,496,0,9.165829978883266e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b0011,4,0b0111101010,10]",320,0,496,496,0,9.913750109262764e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b0101,4,0b0111101010,10]",496,0,496,496,0,9.2804100131616e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b11001,5,0b1011001100,10]",880,0,496,496,0,9.427500190213323e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b00001,5,0b1011001100,10]",112,0,496,496,0,9.347919840365648e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b00111,5,0b1011001100,10]",528,0,496,496,0,9.411669452674687e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b01110,5,0b1011001100,10]",608,0,496,496,0,9.554590214975178e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b01000,5,0b1011001100,10]",544,0,496,496,0,9.487920324318111e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b10010,5,0b1011001100,10]",848,0,496,496,0,9.522080072201788e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b00011,5,0b1011001100,10]",224,0,496,496,0,9.828750044107437e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b01011,5,0b1011001100,10]",608,0,496,496,0,9.940420277416706e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b10001,5,0b1011001100,10]",848,0,496,496,0,9.80250013526529e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b01001,5,0b1011001100,10]",576,0,496,496,0,9.824159787967801e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b11010,5,0b1011001100,10]",880,0,496,496,0,9.727089782245457e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b10110,5,0b1011001100,10]",880,0,496,496,0,1.017874979879707e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b01010,5,0b1011001100,10]",576,0,496,496,0,9.578340104781091e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b11110,5,0b1011001100,10]",912,0,496,496,0,9.332079789601266e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b00010,5,0b1011001100,10]",192,0,496,496,0,9.825419983826578e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b00110,5,0b1011001100,10]",496,0,496,496,0,9.897919953800738e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b01111,5,0b1011001100,10]",640,0,496,496,0,9.468329953961074e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b11101,5,0b1011001100,10]",912,0,496,496,0,9.388330508954823e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b00101,5,0b1011001100,10]",496,0,496,496,0,9.699169895611703e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b10111,5,0b1011001100,10]",912,0,496,496,0,9.347909945063293e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b01100,5,0b1011001100,10]",576,0,496,496,0,9.810840128920972e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b10011,5,0b1011001100,10]",880,0,496,496,0,1.1442920076660812e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b10100,5,0b1011001100,10]",848,0,496,496,0,9.750830358825624e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b01101,5,0b1011001100,10]",608,0,496,496,0,9.949590312317014e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b11000,5,0b1011001100,10]",848,0,496,496,0,9.619999909773469e-4
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b00000,5,0b1011001100,10]",0,0,480,480,0,9.932920220308006e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b10101,5,0b1011001100,10]",880,0,496,496,0,1.20749999769032e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b00100,5,0b1011001100,10]",464,0,496,496,0,1.0129580041393638e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b11100,5,0b1011001100,10]",880,0,496,496,0,1.032707979902625e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b10000,5,0b1011001100,10]",816,0,496,496,0,1.0837079607881606e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1110101,7,0b0011001000,10]",800,0,496,496,0,1.003334007691592e-3
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b1111011,7,0b0011001000,10]",832,0,496,496,0,9.98708012048155e-4
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1111010,7,0b0011001000,10]",800,0,496,496,0,1.0095000034198165e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b0111100,7,0b0011001000,10]",800,0,496,496,0,1.0463329963386059e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b0011001,7,0b0011001000,10]",592,0,496,496,0,1.2237909832037985e-3
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b0100001,7,0b0011001000,10]",736,0,496,496,0,9.869170025922358e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b0010011,7,0b0011001000,10]",592,0,496,496,0,1.0128750000149012e-3
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b1011111,7,0b0011001000,10]",864,0,496,496,0,9.900829754769802e-4
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b1111101,7,0b0011001000,10]",832,0,496,496,0,9.969579987227917e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b0110010,7,0b0011001000,10]",768,0,496,496,0,1.0266670142300427e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1111001,7,0b0011001000,10]",800,0,496,496,0,9.97166964225471e-4
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b1010000,7,0b0011001000,10]",736,0,496,496,0,9.886670159175992e-4
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b0001010,7,0b0011001000,10]",480,0,496,496,0,9.883749880827963e-4
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b0101100,7,0b0011001000,10]",768,0,496,496,0,1.007292012218386e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b0001011,7,0b0011001000,10]",512,0,496,496,0,1.012125052511692e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b0110111,7,0b0011001000,10]",832,0,496,496,0,1.0241250274702907e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b0110011,7,0b0011001000,10]",800,0,496,496,0,1.0032919817604125e-3
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b0100010,7,0b0011001000,10]",736,0,496,496,0,1.0025829542428255e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b1011000,7,0b0011001000,10]",768,0,496,496,0,1.0277500259689987e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b1100010,7,0b0011001000,10]",736,0,496,496,0,9.895000257529318e-4
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b1111000,7,0b0011001000,10]",768,0,496,496,0,1.0417079902254045e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b0110101,7,0b0011001000,10]",800,0,496,496,0,1.031166990287602e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b1010101,7,0b0011001000,10]",800,0,496,496,0,1.047833007760346e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b0101001,7,0b0011001000,10]",768,0,496,496,0,1.1121249990537763e-3
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b0010001,7,0b0011001000,10]",560,0,496,496,0,1.0147080174647272e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b1100100,7,0b0011001000,10]",736,0,496,496,0,1.0464589577168226e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b1101100,7,0b0011001000,10]",768,0,496,496,0,1.040667004417628e-3
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b0001100,7,0b0011001000,10]",480,0,496,496,0,1.0170000023208559e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1110011,7,0b0011001000,10]",800,0,496,496,0,1.0790840024128556e-3
"/Data.DeBruijn.Thinning/thin/samples1/[2,0b1110110,7,0b0011001000,10]",800,0,496,496,0,1.038125017657876e-3
"/Data.DeBruijn.Thinning/thin/samples1/[3,0b011010,6,0b0010110001,10]",784,0,496,496,0,1.0487920371815562e-3
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b000010,6,0b0010110001,10]",288,0,496,496,0,1.02583400439471e-3
"/Data.DeBruijn.Thinning/thin/samples1/[4,0b011000,6,0b0010110001,10]",752,0,496,496,0,1.04599999031052e-3
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b111011,6,0b0010110001,10]",816,0,496,496,0,1.0202500270679593e-3
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b101111,6,0b0010110001,10]",848,0,496,496,0,1.0147919529117644e-3
"/Data.DeBruijn.Thinning/thin/samples1/[5,0b010000,6,0b0010110001,10]",720,0,496,496,0,1.0222080163657665e-3
"/Data.DeBruijn.Thinning/thin/samples1/[1,0b111110,6,0b0010110001,10]",816,0,496,496,0,1.0237920214422047e-3
